# GENERATED by backend/scripts/reconcile_twda.py — do not hand-edit.
# Human decisions belong in backend/src/data/twda_rulings.tsv, which
# is an input to this file.
#
# twda_id<TAB>action[<TAB>target]
#   attach:<tournament_uid>  we already hold this event
#   create<TAB><user_uid>    reconstruct it, won by that member
#   create                   reconstruct nothing: winner unresolved
#   review<TAB><uids>        UNDECIDED, with the candidates
#
# The consumer creates only `create` lines carrying a winner. Every
# other shape is logged and skipped, never guessed at.
2011atse	create	019f1a00-570f-7411-9baa-8521fe5717e3
2011auolac	create	019f19ff-f9e7-7024-9df5-cc0bbe4ed4fa
2011badc	create	019f19ff-8d3c-76e8-bab0-d1c01d19d410
2011bbbffg	attach:019f1a18-658a-71f7-a557-8831b392108c
2011bbtcba	create	019f1a00-79d6-7501-80fb-06ddd8b568fa
2011bddcpa	create	019f1a00-763a-7754-b8fe-e906e04619aa
2011belgianecq	create	019f1a00-76ed-70b1-aa6d-60f9d8ea68a8
2011bf2an	create	019f1a00-c2bb-705c-b3a7-9f6dbe8bb16c
2011biwwp	attach:019f1a18-ab5f-71f4-b6ec-0bdede73de7b
2011biwwps	create	019f1a00-bfc6-7784-8b4e-59b763b0a619
2011bl1	create	019f1a00-9495-7378-9a8d-d3bd054aede1
2011bl2oc	create	019f19ff-cb55-7638-b3fd-359cbebae659
2011bleedingmoscow	create	019f1a00-82ab-7571-9998-0b91b1a7e6b8
2011bm2mr	create	019f1a00-0ddd-767c-93d6-45e6d5a37776
2011bncbogm	create	019f19ff-9fd3-71d1-8d98-368b272bbf15
2011bnvcmb	create	019f1a00-824a-76ab-809a-8b5589a02e97
2011bodeki	create	019f1a00-8fee-766d-80b9-03c2764d40ad
2011bodekii	attach:019f1a18-aa8a-71f3-92a2-6fae0220ce79
2011bos1	create	019f1a00-c827-715b-aeef-fce8884dd713
2011bos2	create	019f1a00-c84e-736d-bfad-ecec92a326e4
2011bos4bp	create	019f1a00-8064-7609-9c69-19b6b65e85ad
2011bos6bp	create	019f1a00-808a-710a-9f7e-cb996a24e761
2011bpbi	create	019f1a00-5e44-70c0-91da-6a7376d263ce
2011bqmomb	create	019f1a00-8265-7509-9080-2fe4342a3edf
2011brazilchamp	attach:019f1a18-684d-7555-afce-8f8da9330e26
2011brazilcup	attach:019f1a18-6b98-71d3-acbc-a629b5616d24
2011brisbaneq	create	019f1a00-7ae1-70ef-90f1-4dca4b2c5edb
2011btdbs	create	019f1a00-8b4f-757b-9bd7-fc20e9fcc3d6
2011cacbh	create	019f1a00-4420-71d2-aaf7-f4c37d4620d6
2011cb	create	019f1a00-8b4f-757b-9bd7-fc20e9fcc3d6
2011ccesb	create	019f1a00-999d-7446-9783-f0ff5a5073cd
2011ccpdms	create	019f19ff-aaa0-725b-8001-39dece750b75
2011cdppf	attach:019f1a18-6ca0-719a-83c0-1bcb0dee0b12
2011cecqoc	create	019f1a00-9495-7378-9a8d-d3bd054aede1
2011cjdfb	create
2011cmjdfb	create	019f19ff-a501-773a-ba34-2c7ff728f864
2011cncjcr	attach:019f1a18-c880-701a-90c3-c243742ff469
2011coldaurano	create	019f19ff-f5a0-75cb-b66b-72b09eb05ebf
2011comssjc	create	019f1a00-cb3a-76bc-8db5-0040491d3618
2011coopdms	create	019f19ff-e2fd-7525-8203-ed49eac0d079
2011ctfsmg	create	019f19ff-e6af-72aa-92bd-b0e75399c3b2
2011cttfxb	create	019f19ff-a738-77b3-9454-4d0bab6e99e5
2011danishecq	create	019f19ff-983b-70cd-a981-10b720710c82
2011dbrdcag	create	019f19ff-ea14-75b5-a4ad-eb58900a5e5a
2011dcpsa	attach:019f1a18-7286-73d7-b97d-460101edcbe1
2011ddlmno	create	019f1a00-1dfa-72fd-bc5f-61fe8740769c
2011dfiniogs	attach:019f1a18-61aa-7745-9a2b-26c65d44dfb5
2011dmno	create	019f1a00-1dfa-72fd-bc5f-61fe8740769c
2011dncutn	create	019f1a00-bde6-712d-998d-76f8ef0de91e
2011dsotb2	attach:019f1a18-659a-74d1-a026-08de17c05647
2011dtdhf	attach:019f1a18-6d3b-73a9-9630-d6a618a28f5f
2011dutchecq	create	019f19ff-ca3d-739e-add5-3f4d355c4616
2011ecday2	create	019f1a00-646d-77bf-be19-f53a5d957676
2011ecfcq	create	019f19ff-ccc6-7044-b0fc-2074aec07b75
2011eclcq	create	019f1a00-65ff-773a-b1e1-ecdf4bedd10f
2011eclv	create	019f19ff-9aa0-7197-8aeb-4ab0a61d26bb
2011ecqgothcon	attach:019f1a18-655d-768d-8392-a3cc1d3bd041
2011ecqserbia	create	019f1a00-65ff-773a-b1e1-ecdf4bedd10f
2011ecqtf	create	019f1a00-b5c6-7362-87df-2ed6fe8dfd95
2011embraceparis	attach:019f1a18-6c99-7194-b027-ba8a1c5da779
2011englishecq	create	019f1a00-a425-76a7-af99-20195878548b
2011eotd2hf	create	019f1a00-5dbe-76ec-928a-bada7d2c303b
2011eotdhf	create	019f1a00-42a1-756f-a5f1-510981830653
2011epvlwp	attach:019f1a18-aac0-77ee-80b2-73337214d3d1
2011event3olac	create	019f19ff-fcdb-7261-b5e3-3954ee35d05c
2011fcqco	create	019f1a00-b88e-73b5-bfd8-c7df4218e5f5
2011fcqpf	attach:019f1a18-6d32-7654-9f64-3d5429927cd6
2011ffqjdfb	create	019f1a00-99f5-7503-a8a3-04bcdfebfd87
2011fitblac	create	019f19ff-d0aa-7541-8f70-0d8ed728cd7a
2011fitbsjc	create	019f19ff-9809-70f9-9beb-870084e37f23
2011fmnoa	create	019f1a00-1714-701b-8a53-ad05ca42a84a
2011fnctf	attach:019f1a18-6857-7406-ab87-b53055294a57
2011fotmlac	create	019f1a00-a827-76ab-9459-1c3e2261f906
2011frenchecq	create	019f1a00-80c4-7337-8f11-7f2d86be2af2
2011fsh3hf	attach:019f1a18-77d8-743b-b754-1032af0c41d4
2011fshff	create	019f1a00-4248-755a-aad6-5e86e79eaefb
2011fsmg	create	019f19ff-fb04-77da-b34b-3692545850a5
2011fsmoscow	create	019f1a00-d017-7606-ad69-49af14ba72a7
2011fsostrava	create	019f19ff-dc75-7471-9deb-a89094017470
2011fsppf	attach:019f1a18-77cf-715a-8269-15fcf5d4d771
2011gamag	create	019f19ff-e6af-72aa-92bd-b0e75399c3b2
2011gatewaylac	create	019f19ff-fac0-7797-9bf7-2f2b3fe68a94
2011gatlno	create	019f1a00-1dfa-72fd-bc5f-61fe8740769c
2011gb2hh	create	019f1a00-81cf-7646-8475-848948ba1096
2011gc	create	019f1a00-c2bb-705c-b3a7-9f6dbe8bb16c
2011gecqdg	attach:019f1a18-648d-72ef-a9ad-aef609c25c1c
2011ggs	create	019f1a00-5b04-75df-a0ee-2d6bd55f4ec7
2011glqaam	create	019f1a00-1dfa-72fd-bc5f-61fe8740769c
2011gnc2k10	create	019f1a00-55cd-73c5-a92b-e43bad25df46
2011goibg	create	019f1a00-c2bb-705c-b3a7-9f6dbe8bb16c
2011hfa	create	019f19ff-e6af-72aa-92bd-b0e75399c3b2
2011hflbs	create	019f19ff-ccc6-7044-b0fc-2074aec07b75
2011hgocr	create	019f1a00-91e9-7151-a9cd-6458678736cc
2011hkktf	create	019f1a00-7493-7269-af1a-679d67e51cf9
2011hncf	create	019f19ff-e903-730e-b8b2-5db790bf6d30
2011hncrhh	create	019f1a00-656f-7163-ae1f-000c3e05dfd5
2011hncrkh	create	019f1a00-6749-74f0-946a-58f3c46a85c6
2011hncrkn	create	019f1a00-95cd-7499-a123-db757100d25f
2011hncrnhm	create	019f1a00-6718-74f2-8e94-0d309e0b492b
2011hncrvo	create	019f1a00-6858-723e-9593-d53f9ab5bc96
2011iecqbi	create	019f1a00-88a6-7484-8616-54cac6076ed9
2011iiwyvbg	attach:019f1a18-76d0-733f-a427-4dcf682086b9
2011imfggma	create	019f1a00-6c60-75e6-a867-49933ded9ee4
2011iomtjdfb	create
2011ipcvc	create	019f19ff-da5d-72bf-ae5a-6652ff36de67
2011iqtm	create	019f1a00-88c3-7424-b5ab-107aceff1ef0
2011italyqtgenova	create	019f1a00-4917-7546-be6e-818593651d1a
2011itamassa	create	019f1a00-38d3-7356-a976-e0dae0015312
2011itaqbarga	attach:019f1a18-728e-757e-b226-41461c095a46
2011itflac	create	019f1a00-a819-76d1-b9d6-f52451ec6281
2011jbcbotuk	create	019f1a00-be90-7513-bdc0-1e534e2841c0
2011jr1hf	attach:019f1a18-75e1-71e9-b386-4b622ab88bdb
2011jr2hf	create	019f1a00-7493-7269-af1a-679d67e51cf9
2011jr3sfs	attach:019f1a18-7be3-75ba-bff1-12fefba774cd
2011jueves	create	019f19ff-b8cd-77e1-b309-c09caaa55b8b
2011julybell	create	019f19ff-8627-7654-80cf-a04ee6b25a05
2011lcdlrbs	create	019f1a00-75cf-77ee-a894-a3889488c758
2011lcqbc	attach:019f1a18-6b8d-7572-a9da-a8afdc5f1929
2011lcqco	create	019f1a00-0e1b-7220-970d-e939a2e492ce
2011lopolac	create	019f19ff-fcdb-7261-b5e3-3954ee35d05c
2011lsdbbdvs	create	019f19ff-b8cd-77e1-b309-c09caaa55b8b
2011lsoc	create	019f1a00-9495-7378-9a8d-d3bd054aede1
2011lvctmorning	create	019f19ff-d0aa-7541-8f70-0d8ed728cd7a
2011lvdsbdvs	create	019f1a00-8aae-77e6-89b6-f8dd3a4f0ec9
2011lvqual	create	019f19ff-e76c-71bd-9326-4212c23fe879
2011matbcd	create	019f1a00-91ca-71fc-8fcd-6d346a43b42e
2011md1lf	create	019f1a00-4139-7359-971b-a95dc0bffa33
2011md2lf	create	019f1a00-4139-7359-971b-a95dc0bffa33
2011mddhtn	create	019f19ff-ae13-7599-9fed-7ed0528ff0eb
2011mm23tf	create	019f1a00-5dbe-76ec-928a-bada7d2c303b
2011mm24tf	create	019f19ff-bbf0-7433-b74b-e0779a4060d0
2011mm25tf	create	019f1a00-5d54-776f-bf30-0f3444d85fac
2011mm30	create	019f1a00-5dbe-76ec-928a-bada7d2c303b
2011mos	create	019f19ff-96d1-712e-868f-66eed2dca2da
2011mtbi	create	019f1a00-3811-7116-93f2-a41e0d7cf4c9
2011nbjf	create	019f1a00-bf01-7434-a7f4-d1aeb6165d7b
2011ndyfm	create	019f1a00-1707-749f-9529-df2d872c2b61
2011nhhu	create	019f19ff-f8fb-71c7-8e53-105b5e351f8a
2011nogmb	create	019f1a00-8243-7386-a433-a75b176c01de
2011npbdvs	attach:019f1a18-797f-7651-8be6-da43b29da3ba
2011nqonm	create	019f1a00-b88e-73b5-bfd8-c7df4218e5f5
2011nrqtwri	create	019f1a00-5b69-7111-9a3b-85b43d32e3ec
2011nwnacq	create	019f1a00-ae12-761f-a741-68f967be21cf
2011nycq	create	019f19ff-ee90-7131-957c-007bc2b6ca22
2011ogibmc	create	019f19ff-8623-748c-8ca3-6ce782187584
2011ovrqno	create	019f1a00-5b69-7111-9a3b-85b43d32e3ec
2011panoa	create	019f19ff-f338-74e6-8970-9cd316d57d8a
2011pbla1	create	019f19ff-9809-70f9-9beb-870084e37f23
2011pbla2	create	019f19ff-9809-70f9-9beb-870084e37f23
2011pbla3	create	019f1a00-095b-71c9-84cc-bf4d1b6b51a7
2011pbla4	create	019f19ff-8d3c-76e8-bab0-d1c01d19d410
2011pcqlp	create	019f1a00-54e5-70fc-af5f-1717183c4e12
2011plspa	attach:019f1a18-642a-7452-884a-defae51d4b7f
2011pncgpm	create	019f1a00-bfc6-7784-8b4e-59b763b0a619
2011pnchamp	create	019f1a00-c538-737d-b6f4-6a1a3707eb0a
2011polishleaguekp	attach:019f1a18-aa28-74ad-b542-e909c70d7783
2011pombmg	attach:019f1a18-6961-730f-b765-1b387ab699f1
2011pordenoneeq	attach:019f1a18-6823-738a-b3f1-5be55017a8a7
2011ppomjdfb	create	019f1a00-9d9a-75ab-9267-fcb18a6a7bfa
2011psss	create	019f1a00-722b-75cc-8eee-7a67b51d6687
2011pstf55	create	019f1a00-646d-77bf-be19-f53a5d957676
2011ptwolss	create	019f1a00-b658-75cc-94e1-011ad8825ad9
2011pvllp	attach:019f1a18-6458-7385-81b7-2625cb04057d
2011pvlppm	attach:019f1a18-aac7-762b-96ab-958b1ad2e272
2011pvpbs	create	019f1a00-95cd-7499-a123-db757100d25f
2011qcfagn	create	019f1a00-77ae-778c-bae2-0131cdc4ada2
2011qcfvvf	create	019f19ff-bbd5-7739-824c-a04547655d6c
2011qtfst	create	019f19ff-958f-7525-9cbe-7c09d97b6fd0
2011qtlcqs	create	019f1a00-5e5e-77ce-a86d-258089e273c5
2011qvespdms	create	019f1a00-4a30-7469-a65b-8950a1d789dd
2011rautakanki	attach:019f1a18-7656-7779-8757-9b13c2c945f9
2011rcno	create	019f1a00-1707-749f-9529-df2d872c2b61
2011rncmr	create	019f1a00-b91d-7610-bab4-f67c56c751bc
2011rog	create	019f1a00-bf01-7434-a7f4-d1aeb6165d7b
2011ropecon	attach:019f1a18-70d1-7758-91ac-8f118e6a9e3e
2011rtthbp	attach:019f1a18-6ef0-764a-9587-745949dc998d
2011rtuhlac	create	019f19ff-9809-70f9-9beb-870084e37f23
2011rtuhsjc	create	019f1a00-cb3d-709f-97d7-0cc13d04f27f
2011russianecq	create	019f1a00-d019-71aa-917c-3e648c297919
2011sabotuk	create	019f19ff-cf34-730e-beda-946001205b9b
2011sac	create	019f1a00-9d71-745f-93e4-cdf0a495df91
2011saclcq	create
2011saqnaa	create	019f19ff-9967-728a-88c8-35ebc7ff1665
2011saunaof	create	019f1a00-5d54-776f-bf30-0f3444d85fac
2011scqbbdv	create	019f19ff-dcd5-72ec-b4bb-71a784184ba2
2011serq	create
2011shfco	create	019f19ff-b7dd-7485-9cd4-a7fa4d57a3a4
2011shsco	create	019f1a00-17e3-7235-8000-e170d1ce6f8e
2011skmb	create	019f1a00-82ba-770b-b6ef-dc9530207231
2011snc	attach:019f1a18-71eb-7378-964b-ac6bc14c1832
2011sorno	create	019f1a00-1dfa-72fd-bc5f-61fe8740769c
2011spanishnat	attach:019f1a18-6884-75fc-93d7-082e2606174e
2011spdmno	create	019f1a00-17e3-7235-8000-e170d1ce6f8e
2011ssbs	create	019f1a00-95dd-70ad-8e0d-4ded717cd5da
2011ssno	create	019f1a00-17e3-7235-8000-e170d1ce6f8e
2011swpbs	attach:019f1a18-7a56-7563-b54d-6282fda84f22
2011sydneyq	create	019f19ff-8594-73d6-9b17-12c2d08c14ed
2011szczecinopen	attach:019f1a18-7759-7427-b8d9-a882417e8681
2011tbaam	create	019f19ff-f373-7494-80fc-95ff08a88a24
2011tbassbi	attach:019f1a18-6dc9-73e7-9356-6865764c8d78
2011thevics	create	019f1a00-7cf6-73dc-b1f6-949f9443b69c
2011tjavvs	create	019f19ff-e32f-708c-a613-ceaa67f6ec03
2011tlcmi	create	019f1a00-d2c2-70ec-8bdc-6043004dfa2a
2011tlfno	create	019f1a00-1dfa-72fd-bc5f-61fe8740769c
2011tmtv3	create
2011tottco	create	019f1a00-24fd-77bd-95c4-0a85f64386bc
2011trentoqual	create	019f1a00-5e44-70c0-91da-6a7376d263ce
2011trmsf	attach:019f1a18-6593-74a8-9819-ee9da868cc27
2011trvvesb	create	019f1a00-99ee-727b-98ce-deb83159c350
2011tuno	create	019f19ff-8627-7654-80cf-a04ee6b25a05
2011twktwd	create	019f1a00-7917-7553-8eab-27a08461cb2f
2011twnngp	attach:019f1a18-aaee-745e-b642-1c3340ef64c1
2011ubtwri	create	019f1a00-abba-72f2-9d9e-5ef1162453d8
2011udineeq	attach:019f1a18-6c2b-7114-98fa-e2bd4bc1356e
2011uknat	create	019f1a00-b88e-73b5-bfd8-c7df4218e5f5
2011upun	create	019f19ff-9fd3-71d1-8d98-368b272bbf15
2011usncnola	create	019f1a00-b2b5-773b-8bde-0382a02b2179
2011vlrbs	create	019f1a00-75cf-77ee-a894-a3889488c758
2011vohno	create	019f1a00-1707-749f-9529-df2d872c2b61
2011vritaq	create	019f1a00-53d8-7096-aadc-9c37b80432ca
2011vsctsa	attach:019f1a18-6433-71d0-b78b-91ba57ad3be0
2011wcqual	create	019f19ff-f814-7130-a472-0ae8dbfa7d9a
2011wokr2	create	019f19ff-8ba2-7651-b24f-081ff184d82c
2011wokr3	create	019f1a00-9d85-704a-8058-5d96f2f4d135
2011wokr4	create	019f1a00-9deb-7337-85be-63cb0d020726
2011wokr5	create	019f1a00-9de8-76b0-b994-112bd501ad9b
2011wokr6	create	019f1a00-9d7f-7187-a556-378ea471c985
2011wokrjdfb	create	019f1a00-9d87-70d0-92eb-8a0035e2cde9
2011wonitf	create	019f19ff-8627-7654-80cf-a04ee6b25a05
2011wonootfp	create	019f1a00-733c-7557-8a74-a4289046ee48
2011wontci	create	019f19ff-f78d-70c2-8441-9d57ff9bdce0
2011wontd	create	019f19ff-8d3c-76e8-bab0-d1c01d19d410
2011wonwd	create	019f1a00-4ecf-73c2-bdac-9c3365779205
2011wonwe	create	019f1a00-2240-70ea-90ec-9935a8400eb4
2011wp10bp	create	019f1a00-c820-74d6-b4ce-ebbce33fa8a4
2011wp11bp	create	019f1a00-c820-74d6-b4ce-ebbce33fa8a4
2011wp12bp	create	019f1a00-4337-72ca-83e7-8ca4daaf67dd
2011wp13bp	create	019f1a00-8064-7609-9c69-19b6b65e85ad
2011wp14bp	create	019f1a00-8064-7609-9c69-19b6b65e85ad
2011wp15bp	create	019f1a00-c824-706c-a516-136ec68c52e9
2011wp16bp	create	019f1a00-8064-7609-9c69-19b6b65e85ad
2011wp17bp	create	019f1a00-8064-7609-9c69-19b6b65e85ad
2011wp18bp	create	019f1a00-c827-715b-aeef-fce8884dd713
2011wp19bp	create	019f1a00-8064-7609-9c69-19b6b65e85ad
2011wp20	create	019f1a00-c82d-72cf-8254-1c0982324648
2011wp21bp	create	019f1a00-c1f1-713d-a5da-db36ef36e6e3
2011wp9bp	create	019f1a00-c820-74d6-b4ce-ebbce33fa8a4
2011wspf	attach:019f1a18-7b5d-750b-8a75-272ad8f5f56f
2011wtano	create	019f1a00-1dfa-72fd-bc5f-61fe8740769c
2011wtbms	create	019f19ff-e32f-708c-a613-ceaa67f6ec03
2011zban	create	019f19ff-a3c8-74ea-86ac-19ca9766825d
20126ptbh	create	019f1a00-81d8-70e3-a932-4c3d6deec549
2012a3enqms	attach:019f1a18-99b8-721a-b8a2-6ccfd25067cf
2012acc	create	019f1a00-7ac6-75a8-9fda-dd10434d8e95
2012acclcq	create	019f19ff-8954-7075-b3db-5681bc6cfee5
2012aebotuk	create	019f1a00-a425-76a7-af99-20195878548b
2012ajspgs	attach:019f1a18-9994-7665-b0ea-b7fda5e8a197
2012amri	attach:019f1a18-9323-7109-b1bd-13678099d55f
2012anvosa	create	019f1a00-7c54-7373-bedc-ecd71868c096
2012awwaf	create	019f1a00-716a-71ad-a014-72d81dfd427e
2012ayelac	create	019f19ff-fc23-73fd-88df-d7d06dd1c08c
2012ayeohlac	create	019f19ff-fca4-7147-8750-da7b969f282c
2012bbbbng	create	019f1a00-94af-730e-8dbc-f3d4a2425272
2012bbnbp	attach:019f1a18-8ccc-7119-9f3c-1124b90bdfd8
2012bcis	create	019f1a00-b88e-73b5-bfd8-c7df4218e5f5
2012bcrdjb	attach:019f1a18-956b-7162-95c3-5bc0cbf8c45f
2012bglac	create	019f19ff-fca4-7147-8750-da7b969f282c
2012bhecq	create	019f1a00-95dd-70ad-8e0d-4ded717cd5da
2012bktpcr	create	019f1a00-6332-7004-a528-a36a4ada98cf
2012bktpcrjune	create	019f1a00-8898-7230-ad08-bd7fadcb58ee
2012bktpcrsept	create	019f1a00-0818-714f-8fd7-40cab607c3b2
2012bnc	create	019f1a00-55cd-73c5-a92b-e43bad25df46
2012bncmb	create	019f1a00-8243-7386-a433-a75b176c01de
2012bqbqa	create	019f1a00-7adb-76fd-a404-318f6f9eb3de
2012cbbs	attach:019f1a18-84f5-73ff-bd25-7e0460310c5f
2012cbpf	attach:019f1a18-9316-731d-8245-1737ef33686a
2012ccpdms	attach:019f1a18-88fb-7227-a049-eb54afef9e1a
2012cdppf	attach:019f1a18-7fc6-705a-91f8-8f52c738566d
2012cecq	attach:019f1a18-8e92-7743-bc01-ac7e07ef3e36
2012cgs	create	019f1a00-5af9-75d7-823d-eba03fe4013a
2012cgtpamg	attach:019f1a18-9208-731f-871c-138bf90d6273
2012cncjcr	attach:019f1a18-89a2-7305-9f7b-3c44092e3760
2012cncoc	create	019f19ff-cb55-7638-b3fd-359cbebae659
2012cpcco	attach:019f1a18-8302-7143-b3cc-9572b1252be2
2012csjc	create	019f19ff-980e-7701-abc2-eca69c1097ff
2012ctbcpj	create	019f1a00-bfc6-7784-8b4e-59b763b0a619
2012ctqwri	create	019f19ff-b7dd-7485-9cd4-a7fa4d57a3a4
2012cwbbs	attach:019f1a18-7d47-7448-ac74-400154662f73
2012cybeleitaly	attach:019f1a18-8243-765d-95ea-5554b46a639f
2012dglac	create	019f19ff-9809-70f9-9beb-870084e37f23
2012dnccd	attach:019f1a18-7c09-7432-969a-7e60cf6a045f
2012dncffutn	create	019f19ff-a3c8-74ea-86ac-19ca9766825d
2012dsotb3mg	attach:019f1a18-7df6-74c3-8019-b34c8e42c42b
2012dylan	create	019f1a00-5e5e-77ce-a86d-258089e273c5
2012ebbkg	create	019f1a00-733c-7557-8a74-a4289046ee48
2012ecday1	attach:019f1a18-9365-7792-a660-d11765c96643
2012ecday2	attach:019f1a18-93eb-755e-9706-c2bc428245bd
2012ecfcq	attach:019f1a18-93f5-75dc-860c-e03d30c2d053
2012eclcq	attach:019f1a18-9348-713a-8690-1c6fe66e5ed7
2012ecqbuk	create	019f1a00-b88e-73b5-bfd8-c7df4218e5f5
2012ecqfcqlf	create	019f1a00-a30b-7741-8a84-8be4ae91f433
2012ecqocs	create	019f1a00-9493-76e6-b632-a83714d62fce
2012ecqppfa	attach:019f1a18-8d6a-72dc-bcd3-6ed59995d10a
2012ecsod	create	019f1a00-8200-77da-9e6f-c14ac32ec94e
2012eotd4hf	attach:019f1a18-819b-73ef-8799-d23e0ec657a2
2012eotdhf	attach:019f1a18-ab97-70df-8a42-8aef0cb63881
2012eppf	attach:019f1a18-912d-76be-a4ea-727f5f0d50b1
2012evilayelac	create	019f19ff-d6c2-7012-8c21-3a3cfc09c1be
2012f13no	create	019f1a00-17e3-7235-8000-e170d1ce6f8e
2012fadc	create
2012fcqco	create	019f19ff-f5a0-75cb-b66b-72b09eb05ebf
2012fcqjf	create	019f1a00-4edf-762b-862e-c49441ea25fa
2012ffnmg	attach:019f1a18-8834-7617-a4cd-5a632cc9c789
2012fmutn	create	019f1a00-76ed-70b1-aa6d-60f9d8ea68a8
2012fncjf	attach:019f1a18-859d-770c-987b-48936b47b660
2012fncpf	attach:019f1a18-81a2-7360-85ff-b81370faab82
2012fncrf	attach:019f1a18-8fd0-773a-a90a-ff9ff314757a
2012fnfcq	attach:019f1a18-8fd6-702d-85f2-4423c3689ef5
2012fomglac	create	019f1a00-a819-76d1-b9d6-f52451ec6281
2012fono	create	019f19ff-f5a0-75cb-b66b-72b09eb05ebf
2012fotcbs	create	019f1a00-947f-72ec-bd04-32ecee8f1514
2012fotsbs	create	019f1a00-95c5-7053-b57c-eb6acbce195e
2012fqcrf	create	019f1a00-4edf-762b-862e-c49441ea25fa
2012fsh4hf	attach:019f1a18-852f-7181-b2cd-010e0d42ace7
2012fsssh	create	019f1a00-95cd-7499-a123-db757100d25f
2012ft13no	create	019f1a00-1dfa-72fd-bc5f-61fe8740769c
2012ftpf	attach:019f1a18-7cf9-71c9-ad53-6870b8bfb388
2012g1lac	create	019f19ff-88c7-713a-a7ab-4c9caae2edc9
2012g3lac	create	019f19ff-88c7-713a-a7ab-4c9caae2edc9
2012gbhh	create	019f1a00-6718-74f2-8e94-0d309e0b492b
2012gcbng	attach:019f1a18-89c8-764d-8b06-0e744e5f825e
2012ggs	create	019f1a00-5af9-75d7-823d-eba03fe4013a
2012ghn	create
2012giahnn	create	019f1a00-c2bb-705c-b3a7-9f6dbe8bb16c
2012gmgs	create	019f1a00-9ce9-774e-a3e1-a872ddfb9729
2012gothswejan	create	019f19ff-96d1-712e-868f-66eed2dca2da
2012gtusjc	create	019f19ff-8771-77b8-9c47-c4f8a543a354
2012hbno	create	019f1a00-1dfa-72fd-bc5f-61fe8740769c
2012helena	create	019f1a00-b2bc-7007-b8a8-64a6dffbb46e
2012helenaadv	create	019f1a00-5caf-70c6-973f-bce024f05ee4
2012hgbhf	attach:019f1a18-7f36-7346-9b86-121c16a51787
2012highayelac	create	019f19ff-9809-70f9-9beb-870084e37f23
2012hncdh	create	019f1a00-6749-74f0-946a-58f3c46a85c6
2012hncrbudapest	create	019f1a00-66c3-7285-9ffe-82e841cac0ea
2012ibotuk	create	019f1a00-b88e-73b5-bfd8-c7df4218e5f5
2012incbi	create	019f1a00-d2c2-70ec-8bdc-6043004dfa2a
2012ipgss	create	019f1a00-b65a-723b-9090-35858b5dd874
2012italyqualifier	create	019f1a00-5e44-70c0-91da-6a7376d263ce
2012itno	create	019f1a00-1dfa-72fd-bc5f-61fe8740769c
2012jacpdms	attach:019f1a18-9082-7319-9bc1-bedf97f742e8
2012jr11hf	attach:019f1a18-9720-7384-bcb5-df5d64f23a71
2012jr5tshf	attach:019f1a18-8a35-70d3-9e64-849cd0293c99
2012jr8owb	attach:019f1a18-8fdb-76f8-8a86-0d7bfdd7f5b5
2012jrxhf	attach:019f1a18-931e-739c-ad4e-dcf78889b4c0
2012jttmbh	create	019f1a00-65ff-773a-b1e1-ecdf4bedd10f
2012lcqco	create	019f19ff-f5a0-75cb-b66b-72b09eb05ebf
2012lcqdcdf	attach:019f1a18-8fca-73c4-8977-c9586248bf87
2012lcqsac	attach:019f1a18-9561-727c-b55c-b0db169f878d
2012lfdglac	create	019f19ff-9809-70f9-9beb-870084e37f23
2012lgss	create	019f1a00-b635-7400-ae17-0406b49ceee1
2012lnlcqco	create	019f19ff-8599-7037-9cbe-e746647faa55
2012lsttf	create	019f1a00-646d-77bf-be19-f53a5d957676
2012mbotco	attach:019f1a18-8315-778a-af6d-0c60ac00ab0f
2012mm31	create	019f1a00-5d54-776f-bf30-0f3444d85fac
2012mm32	create
2012mm33	attach:019f1a18-9426-7429-a558-1833710553c6
2012mm34	create	019f1a00-5d4d-73c3-93b0-d8b773d428cf
2012mm35	attach:019f1a18-9449-7482-a655-c7a7555b85a4
2012mm36	create	019f1a00-5d54-776f-bf30-0f3444d85fac
2012moset	create	019f19ff-96d1-712e-868f-66eed2dca2da
2012mosieb	attach:019f1a18-99bc-7339-8fb8-b4de03450a01
2012mosjs	create	019f1a00-9d11-7619-9aab-49c5951c1ada
2012motebny	create	019f1a00-23d4-7063-ae95-9504acef497d
2012mppdms	attach:019f1a18-821b-76be-8070-fbe3e3231c65
2012mqgi	create	019f1a00-88a6-7484-8616-54cac6076ed9
2012nacd1co	create	019f1a00-5b69-7111-9a3b-85b43d32e3ec
2012nacd2co	create	019f1a00-6bf0-77e5-81b6-3d299c8c4387
2012ncrkh	create	019f1a00-95cd-7499-a123-db757100d25f
2012ncrvh	create	019f1a00-681a-731c-9436-5e2ee8a5f146
2012nhcg	create	019f1a00-6718-74f2-8e94-0d309e0b492b
2012nojf	attach:019f1a18-919a-77b1-8139-2b57b67bc78f
2012nprmr	create	019f1a00-d019-71aa-917c-3e648c297919
2012nqttf	create	019f19ff-e54a-756e-975c-ffb591f452aa
2012nsdag	attach:019f1a18-88e2-7396-8a02-b2f76b615b42
2012nwqtw	create
2012othpf	attach:019f1a18-88bc-7539-90cf-55614ae6ebb3
2012othss	create
2012ovrqno	create	019f19ff-f441-708e-a93c-557ad328ea44
2012pcposacspb	create	019f1a00-9750-750c-98a5-f6cac873c649
